gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,charge_per_tenure,total_services,is_new_customer,is_high_value,no_support_services,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,0.4861111111111111,1,0,0.02487562189054726,0.08519482313927783,0,0.0038717247696891566,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,0,0.125,1,1,0.5044776119402985,0.06837808585114223,0,0.08228039607326508,0.625,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,0,0,0.16666666666666666,1,1,0.8129353233830846,0.13042902542372883,1,0.09212658914754025,0.625,1,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1,1,0,0.9027777777777777,1,1,0.9069651741293533,0.832195329771555,0,0.017288348188012465,0.875,0,1,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,0.027777777777777776,1,1,0.7278606965174129,0.02229182019159912,1,0.3747850353434477,0.5,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.375,1,0,0.30597014925373134,0.1486908161385409,0,0.018435255620245637,0.25,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0.5555555555555556,1,1,0.31840796019900497,0.2329990327929256,0,0.011928011932365298,0.25,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,0.06944444444444445,1,1,0.5701492537313433,0.04025999447310243,1,0.15297125777343365,0.25,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0.1111111111111111,1,0,0.01641791044776117,0.017726372512896094,0,0.024157258273955397,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,1,0,0.8055555555555555,1,1,0.7915422885572139,0.6285464259395727,0,0.017288985535849212,0.625,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,1,1,0.7222222222222222,1,0,0.8164179104477611,0.6038653739867355,0,0.020202975921766793,0.625,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,0.041666666666666664,1,1,0.37363184079601985,0.017795458732498163,0,0.16982703667502447,0.375,1,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0,0,1,0.5694444444444444,1,1,0.9243781094527362,0.5189699244657333,0,0.029559183326554033,0.875,0,1,0,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,0.2777777777777778,1,1,0.7990049751243781,0.2339662398673545,0,0.054953647771632565,0.625,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
1,0,0,1,0.013888888888888888,1,1,0.31641791044776113,0.005762942151805454,0,0.3072585100505716,0.25,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0.05555555555555555,1,0,0.6223880597014925,0.03827952284450995,1,0.1972512855382262,0.375,1,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,0.3194444444444444,1,0,0.025870646766169153,0.0545665991156964,0,0.007499681271514173,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,1,0,0,0.08333333333333333,1,0,0.01243781094527363,0.012297347089167281,0,0.03128760237255414,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,0.1111111111111111,1,1,0.010945273631840807,0.017570928518791454,0,0.023398920572861342,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.25,1,0,0.5099502487562189,0.13810335298452472,0,0.04211063121660341,0.625,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,1,0,0,0.7222222222222222,0,1,0.3039800995024875,0.2941979089904201,0,0.008145016249139032,0.375,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,0.4305555555555555,1,1,0.7587064676616915,0.343036109064112,0,0.033365029110535044,0.5,0,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,0.40277777777777773,1,1,0.023880597014925342,0.07540185151068535,0,0.005260861558511467,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.5,1,1,0.8736318407960199,0.44150700073691973,0,0.03228656390017998,0.875,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,1,0,0.2222222222222222,1,1,0.8134328358208955,0.1767167925571113,1,0.06971429428513577,0.625,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,0.5833333333333333,1,1,0.8960199004975123,0.5280662767133383,0,0.027972995543731036,0.75,0,1,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,0.013888888888888888,1,0,0.02288557213930348,0.002366203021370671,1,0.12422336492286773,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,0.8333333333333333,1,1,0.8099502487562189,0.6840744749447312,0,0.01699091049059107,0.625,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,0.06944444444444445,1,1,0.6671641791044776,0.048838200073691974,1,0.17313614664343493,0.5,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.3055555555555555,1,0,0.772636815920398,0.25734041083271925,0,0.04846003329557864,0.625,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,0,1,0,0.5,1,0,0.01741293532338306,0.07677206153279294,0,0.0034268767939245183,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,0.05555555555555555,1,0,0.518905472636816,0.03235537951363302,1,0.1714402277846246,0.125,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.125,1,0,0.46467661691542295,0.06307571849668386,0,0.07731673112064937,0.5,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1,1,0.013888888888888888,1,0,0.5606965174129352,0.008589719970523213,0,0.4595809782839658,0.25,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0.16666666666666666,1,1,0.3079601990049751,0.0657643238761975,0,0.04368312831191588,0.25,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.3194444444444444,1,1,0.5522388059701492,0.20226142225497423,0,0.034851543354156925,0.625,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,0.861111111111111,1,1,0.7368159203980099,0.6599403555637436,0,0.014899629195664213,0.625,0,1,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,0,0,0,0.5138888888888888,1,0,0.8014925373134327,0.400187684229919,1,0.028983043644553997,0.625,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,0.1111111111111111,1,0,0.009452736318407956,0.018060289240972735,0,0.023192101199835682,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,0.4305555555555555,1,0,0.700497512437811,0.30895357406042745,0,0.031096479112659902,0.5,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,0.18055555555555555,1,1,0.5587064676616916,0.10325511238025056,1,0.06266505582301768,0.25,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0.3333333333333333,1,1,0.8009950248756219,0.277185427413412,1,0.04573541285963198,0.625,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,0.625,1,1,0.7731343283582089,0.5131551676492263,0,0.022603115594045233,0.625,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,0.9583333333333333,1,0,0.8671641791044776,0.8058849944731026,0,0.015403874524183904,0.75,0,1,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,0.027777777777777776,1,0,0.019900497512437804,0.00423728813559322,0,0.08048106752794187,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.8472222222222222,1,1,0.873134328358209,0.753926400147384,1,0.01793488616937712,0.75,0,1,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,0.5694444444444444,1,1,0.8601990049751244,0.5004605747973471,1,0.027653490532246222,0.75,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.611111111111111,0,1,0.30646766169154227,0.2608004789977893,0,0.01024520844842973,0.375,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,0.5416666666666666,0,0,0.17213930348258705,0.15074037398673548,0,0.007747864519144956,0.25,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,1,1,1.0,0,1,0.46616915422885563,0.5474276897568167,0,0.007785474480472567,0.75,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0,0.18055555555555555,1,1,0.7820895522388059,0.142265797715549,0,0.08256403407055739,0.5,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,0.7083333333333333,1,1,0.5124378109452736,0.41019942888725136,0,0.013364203685481997,0.625,0,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
0,1,1,0,0.986111111111111,1,1,0.8054726368159204,0.8306178610906413,0,0.013816289622672692,0.625,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,1,0,0,0.3055555555555555,1,1,0.7805970149253731,0.23983856853352986,1,0.04889165633493653,0.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.027777777777777776,1,1,0.36616915422885565,0.011831015106853355,1,0.22442735115379714,0.375,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,0.7777777777777777,1,1,0.8810945273631839,0.6810058953574061,0,0.019970073072699174,0.75,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,0.013888888888888888,1,0,0.32835820895522383,0.0059011145910095805,0,0.3147040074794952,0.25,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,0.3194444444444444,1,1,0.39303482587064675,0.14771209469417834,0,0.026578768433130767,0.5,0,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,1,1,0,0.9166666666666666,1,1,0.5233830845771144,0.5456487196020635,0,0.009841447642582633,0.625,0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,0.013888888888888888,1,0,0.012935323383084563,0.002251059322033899,0,0.1180187837320981,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,0.2638888888888889,1,1,0.6960199004975124,0.20447218128224026,1,0.05144362755514004,0.5,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.15277777777777776,1,1,0.6094527363184079,0.09161408437730288,0,0.07892992223024947,0.375,1,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,0.1111111111111111,1,1,0.014925373134328346,0.016695836403831984,1,0.02395043890092975,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,0.7222222222222222,1,0,0.7950248756218906,0.5749585482682388,0,0.019699585372326998,0.75,0,1,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,0.041666666666666664,1,1,0.019900497512437804,0.007075580324244659,0,0.059540606009094395,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.7083333333333333,1,1,0.6059701492537314,0.4627107129697864,0,0.015607398423683328,0.375,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,0.20833333333333331,1,0,0.5711442786069653,0.13202952284450997,1,0.05539129233776721,0.25,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,0.8888888888888888,1,1,0.7562189054726368,0.7002348931466471,0,0.01471250690578386,0.625,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0.5138888888888888,0,1,0.218407960199005,0.1702802597641857,0,0.009846809024601368,0.25,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,0.18055555555555555,1,0,0.01691542288557213,0.028054762343404573,0,0.014402277846245379,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,0.6805555555555555,1,1,0.36915422885572136,0.3032827468680914,0,0.010456164208915899,0.375,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,0.625,1,1,0.8348258706467663,0.5452457166543848,0,0.02427565487155705,0.625,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,0.25,1,1,0.5258706467661691,0.14367055084745764,0,0.043155613311890925,0.125,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,0.013888888888888888,1,1,0.5616915422885572,0.008601234340456891,1,0.46020143640304284,0.25,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.9444444444444444,0,1,0.3567164179104477,0.4369127671333825,0,0.006448724131410986,0.5,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,0.75,1,0,0.013930348258706454,0.11614544952100223,0,0.00115267673977461,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,1,0.3194444444444444,1,1,0.6985074626865672,0.24531940862196025,0,0.042452155312849724,0.5,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,0.2361111111111111,1,1,0.5810945273631841,0.15124700626381726,1,0.049561571260606584,0.25,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.986111111111111,1,0,0.618407960199005,0.6594452376565955,0,0.010576119445270779,0.875,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,1,1,0.9305555555555555,1,1,0.009950248756218888,0.1580807848194547,0,0.0002321093326200477,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,0.19444444444444442,1,1,0.6621890547263681,0.1386214996315402,0,0.06687235278285383,0.375,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0,0.013888888888888888,0,1,0.07512437810945272,0.0029707074428887256,1,0.15679741617440826,0.0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1,0.875,1,0,0.01243781094527363,0.13991110906411203,0,0.0005001381156771916,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,0.5694444444444444,1,1,0.5009950248756219,0.3312741801768608,0,0.016987520009066056,0.625,0,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,1,0,0.2361111111111111,1,0,0.7398009950248755,0.18189250184229921,0,0.06055746792647052,0.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,0.7777777777777777,1,1,0.8189054726368158,0.6350117446573325,0,0.018609419302793556,0.625,0,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,0.06944444444444445,1,0,0.02288557213930348,0.011065309506263818,0,0.039220602609323876,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,0.027777777777777776,0,1,0.24228855721393033,0.008336403831982316,1,0.1729293272704093,0.375,1,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,0.041666666666666664,1,1,0.013432835820895522,0.00636168938835667,0,0.057524117122094265,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,0.5138888888888888,1,0,0.4895522388059702,0.2813306005895358,0,0.01874548467978412,0.75,0,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,0.40277777777777773,1,1,0.5034825870646765,0.22689065954310983,1,0.025198249118184527,0.625,0,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,0.1111111111111111,1,0,0.25174129353233826,0.03861919675755343,0,0.056765779421000195,0.125,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0.875,1,1,0.9114427860696516,0.8063455692704496,0,0.0180183853214908,0.875,0,1,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1,1,0.09722222222222221,1,0,0.023880597014925342,0.018302091009579958,0,0.028750371849900137,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,0.041666666666666664,1,0,0.7676616915422886,0.0337543754605748,0,0.292677744252263,0.5,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,1.0,1,0,0.027363184079601977,0.17199590088430364,0,0.0002889804938166667,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,0.2638888888888889,1,1,0.3776119402985074,0.12589812085482685,0,0.03158896774467724,0.25,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,0.8194444444444444,1,0,0.0014925373134328235,0.12180476234340458,0,0.0005246979162239875,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,0.027777777777777776,1,0,0.7139303482587065,0.021883060058953577,1,0.36899409289872936,0.5,1,1,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,1,0.4861111111111111,1,1,0.07462686567164178,0.1016200718496684,0,0.005595219544902941,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.19444444444444442,1,0,0.013432835820895522,0.0345891672807664,0,0.012933860297763238,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,0.19444444444444442,1,0,0.5681592039800994,0.11813167833456155,1,0.0590545804824841,0.25,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.9583333333333333,1,0,0.015422885572139305,0.16545573876197497,0,0.00022924166904448196,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,1,0,0.09722222222222221,1,0,0.45721393034825875,0.05469325718496685,0,0.09630274956440442,0.625,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,1,0.9583333333333333,1,1,0.572139303482587,0.6204115235814297,0,0.010147707886860494,0.75,0,1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,1,1,1.0,1,1,0.6039800995024875,0.6597906687546058,0,0.010139815562449537,0.75,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,0.1111111111111111,1,0,0.8218905472636816,0.09436601879145173,1,0.1357707799168001,0.625,1,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,0.05555555555555555,1,0,0.3189054726368159,0.02499769712601327,0,0.12155539501083677,0.25,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0.875,1,1,0.617412935323383,0.5637838522476051,0,0.012288842378139476,0.375,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,1.0,1,0,0.015920398009950265,0.16512757921886514,0,9.349368917598066e-05,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,0.6388888888888888,1,1,0.028358208955223896,0.10790116064848933,0,0.002290143287668508,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,1,0,0.06944444444444445,1,0,0.5144278606965175,0.038014692336035376,1,0.14138937288399703,0.125,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.41666666666666663,1,1,0.31592039800995025,0.16982544215180548,0,0.016733999487292674,0.25,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0.875,1,1,0.8606965174129354,0.7526367907148122,0,0.017029530194211894,0.75,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,0.8333333333333333,1,0,0.015920398009950265,0.12989360722181284,0,0.0007572849488397238,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.875,1,1,0.8880597014925372,0.7914690033161387,1,0.017562736390293657,0.75,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,1,0.3472222222222222,1,0,0.673134328358209,0.25320675202652915,0,0.037717184859252774,0.375,0,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,0.013888888888888888,1,1,0.2746268656716418,0.005279338614591011,1,0.2811992690493392,0.125,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,0.08333333333333333,1,1,0.6223880597014925,0.05263218496683862,0,0.13995641008517642,0.375,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.3055555555555555,1,0,0.06965174129353235,0.06522890567428151,0,0.010342323632285256,0.25,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,0.4305555555555555,1,0,0.6199004975124378,0.28458916728076644,0,0.027955409884832777,0.75,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,0,1,1,0.5416666666666666,1,1,0.6293532338308457,0.35778601694915263,0,0.022002889804938173,0.375,0,1,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,0.3611111111111111,1,0,0.026368159203980085,0.05967897936624908,0,0.006324832333076775,0.125,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.736111111111111,1,1,0.8741293532338307,0.6643503592483421,1,0.021100927539242958,0.75,0,1,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,0.013888888888888888,1,0,0.7308457711442786,0.010558677229182021,1,0.5656793166461265,0.5,1,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,0.16666666666666666,1,1,0.48756218905472637,0.09583410095799559,0,0.0609127730032069,0.625,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,0.2222222222222222,1,1,0.7696517412935323,0.17912329587324985,1,0.06650251108050208,0.625,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,0.027777777777777776,1,0,0.020895522388059695,0.005216009579955785,0,0.0808947062739932,0.125,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,1,0.5416666666666666,0,0,0.2666666666666666,0.20617630803242448,0,0.01069504058476053,0.375,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,0,0,0,0.013888888888888888,1,1,0.564179104477612,0.008630020265291085,1,0.46175258170073524,0.25,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.09722222222222221,0,0,0.16318407960199,0.02839443625644805,0,0.050466406017593814,0.25,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,0.05555555555555555,1,0,0.508457711442786,0.03012734893146647,0,0.1688343036845013,0.125,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,0.1388888888888889,1,1,0.7671641791044775,0.1034393422991894,1,0.10428409718707625,0.5,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.7638888888888888,1,1,0.6298507462686567,0.5192405121591748,0,0.014790064170668483,0.375,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.0,1,1,0.5686567164179105,0.6310162582903465,0,0.009536356295950024,0.625,0,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
