churn_prob,risk_segment,recommended_action
0.800638689836421,High Risk,Assign dedicated support agent
0.8004860073251453,High Risk,Assign dedicated support agent
0.8003262486452403,High Risk,Assign dedicated support agent
0.8001422170538274,High Risk,Assign dedicated support agent
0.799893511319182,High Risk,Assign dedicated support agent
0.7997871829755779,High Risk,Send onboarding assistance email
0.7997729020845591,High Risk,Assign dedicated support agent
0.7994200338255485,High Risk,Send onboarding assistance email
0.7993485807727987,High Risk,Assign dedicated support agent
0.7989745057459865,High Risk,Assign dedicated support agent
0.7982301676865252,High Risk,Send onboarding assistance email
0.7981977267724533,High Risk,Assign dedicated support agent
0.7981861454305081,High Risk,Send onboarding assistance email
0.7981373810763744,High Risk,Assign dedicated support agent
0.7980154912836269,High Risk,Assign dedicated support agent
0.7978735386309589,High Risk,Assign dedicated support agent
0.797665854768519,High Risk,Assign dedicated support agent
0.7975305376281875,High Risk,Send onboarding assistance email
0.7974297627073348,High Risk,Send onboarding assistance email
0.7968352167281998,High Risk,Assign dedicated support agent
0.7968336347080188,High Risk,Assign dedicated support agent
0.796832244153701,High Risk,Assign dedicated support agent
0.7967820276593158,High Risk,Assign dedicated support agent
0.7959991918355414,High Risk,Assign dedicated support agent
0.7959603958981428,High Risk,Send onboarding assistance email
0.7958526323301016,High Risk,Assign dedicated support agent
0.7957248430776173,High Risk,Send onboarding assistance email
0.7957138600851014,High Risk,Assign dedicated support agent
0.7953593134708709,High Risk,Send onboarding assistance email
0.795227860286014,High Risk,Assign dedicated support agent
0.7950106908749086,High Risk,Assign dedicated support agent
0.7948508187926694,High Risk,Assign dedicated support agent
0.7946304618144788,High Risk,Assign dedicated support agent
0.7945402235778372,High Risk,Send onboarding assistance email
0.7944568444470922,High Risk,Assign dedicated support agent
0.7943528895700764,High Risk,Assign dedicated support agent
0.7941244077008518,High Risk,Assign dedicated support agent
0.7939352018468645,High Risk,Assign dedicated support agent
0.7936850845908688,High Risk,Assign dedicated support agent
0.7934998591432914,High Risk,Assign dedicated support agent
0.7932811677369469,High Risk,Assign dedicated support agent
0.7929795521954742,High Risk,Assign dedicated support agent
0.7929317800925196,High Risk,Assign dedicated support agent
0.792904146733377,High Risk,Send onboarding assistance email
0.792779755328285,High Risk,Assign dedicated support agent
0.7927086232357081,High Risk,Assign dedicated support agent
0.7924357052161742,High Risk,Assign dedicated support agent
0.7924344851381921,High Risk,Assign dedicated support agent
0.7923620391464116,High Risk,Assign dedicated support agent
0.7921782526642573,High Risk,Send onboarding assistance email
0.7920641138757141,High Risk,Assign dedicated support agent
0.7920150057607549,High Risk,Assign dedicated support agent
0.791859563040346,High Risk,Send onboarding assistance email
0.791762305074994,High Risk,Send onboarding assistance email
0.7917295477309692,High Risk,Send onboarding assistance email
0.7915744853086762,High Risk,Assign dedicated support agent
0.7914791641614489,High Risk,Send onboarding assistance email
0.7913538105642575,High Risk,Assign dedicated support agent
0.7913350281248982,High Risk,Assign dedicated support agent
0.7906289350330502,High Risk,Assign dedicated support agent
0.7905127108035931,High Risk,Assign dedicated support agent
0.7903532118176437,High Risk,Assign dedicated support agent
0.7902139334874562,High Risk,Assign dedicated support agent
0.7901957504490514,High Risk,Assign dedicated support agent
0.7901857053092215,High Risk,Send onboarding assistance email
0.7901857053092215,High Risk,Send onboarding assistance email
0.7898488418572159,High Risk,Send onboarding assistance email
0.7892370324816786,High Risk,Send onboarding assistance email
0.7891348735383333,High Risk,Assign dedicated support agent
0.7889740251886913,High Risk,Assign dedicated support agent
0.7888616178166152,High Risk,Assign dedicated support agent
0.7888220569462076,High Risk,Assign dedicated support agent
0.7887155168391422,High Risk,Assign dedicated support agent
0.7886305272139196,High Risk,Assign dedicated support agent
0.7884773922311956,High Risk,Send onboarding assistance email
0.788353802777638,High Risk,Assign dedicated support agent
0.7883022564768706,High Risk,Assign dedicated support agent
0.7882814139361264,High Risk,Assign dedicated support agent
0.7874104716514758,High Risk,Assign dedicated support agent
0.7873650681249651,High Risk,Assign dedicated support agent
0.7873155291662084,High Risk,Assign dedicated support agent
0.7872074360986797,High Risk,Send onboarding assistance email
0.7865808317495632,High Risk,Assign dedicated support agent
0.7864983395781533,High Risk,Assign dedicated support agent
0.7864153736704709,High Risk,Assign dedicated support agent
0.7863690209496517,High Risk,Assign dedicated support agent
0.7863009357033103,High Risk,Send onboarding assistance email
0.7862510382562252,High Risk,Send onboarding assistance email
0.786128339743611,High Risk,Assign dedicated support agent
0.7859442272558584,High Risk,Assign dedicated support agent
0.785788570126269,High Risk,Send onboarding assistance email
0.7857158091832975,High Risk,Send onboarding assistance email
0.7854295982696259,High Risk,Send onboarding assistance email
0.7853204819185023,High Risk,Send onboarding assistance email
0.7850697782575008,High Risk,Assign dedicated support agent
0.7850657763688098,High Risk,Assign dedicated support agent
0.785011237911124,High Risk,Send onboarding assistance email
0.7849483413217371,High Risk,Assign dedicated support agent
0.7849219770443407,High Risk,Assign dedicated support agent
0.7847523005243314,High Risk,Assign dedicated support agent
0.7847478159733521,High Risk,Assign dedicated support agent
0.7846562899219249,High Risk,Assign dedicated support agent
0.7843646593927367,High Risk,Send onboarding assistance email
0.7841043104853168,High Risk,Assign dedicated support agent
0.7835997306042919,High Risk,Assign dedicated support agent
0.7835893575880719,High Risk,Assign dedicated support agent
0.7834712863170807,High Risk,Send onboarding assistance email
0.7828868885452329,High Risk,Assign dedicated support agent
0.7828310242486931,High Risk,Assign dedicated support agent
0.7827944636443985,High Risk,Send onboarding assistance email
0.7827205066335723,High Risk,Assign dedicated support agent
0.7826993221902698,High Risk,Send onboarding assistance email
0.7824556128360827,High Risk,Assign dedicated support agent
0.7821312139810362,High Risk,Assign dedicated support agent
0.782075724669285,High Risk,Assign dedicated support agent
0.781971451404757,High Risk,Assign dedicated support agent
0.7819685648811878,High Risk,Assign dedicated support agent
0.7819145799602064,High Risk,Assign dedicated support agent
0.7817549663816635,High Risk,Assign dedicated support agent
0.7817269696470868,High Risk,Assign dedicated support agent
0.7816315994886487,High Risk,Send onboarding assistance email
0.7814238289171884,High Risk,Assign dedicated support agent
0.7812338612241977,High Risk,Assign dedicated support agent
0.7811304591167141,High Risk,Send onboarding assistance email
0.7805873163640811,High Risk,Assign dedicated support agent
0.7803686435213453,High Risk,Assign dedicated support agent
0.7800655997102439,High Risk,Send onboarding assistance email
0.7796313635529222,High Risk,Send onboarding assistance email
0.7795546646126185,High Risk,Assign dedicated support agent
0.7793204822758685,High Risk,Send onboarding assistance email
0.7792904664174738,High Risk,Assign dedicated support agent
0.7791504233695895,High Risk,Assign dedicated support agent
0.7783183626205086,High Risk,Assign dedicated support agent
0.7783094982668974,High Risk,Send onboarding assistance email
0.7782868929667651,High Risk,Send onboarding assistance email
0.7782616865366758,High Risk,Assign dedicated support agent
0.7781892232732488,High Risk,Assign dedicated support agent
0.7780862450563154,High Risk,Assign dedicated support agent
0.7780558261032471,High Risk,Assign dedicated support agent
0.7779781907212399,High Risk,Assign dedicated support agent
0.777901149763474,High Risk,Send onboarding assistance email
0.7778971131058793,High Risk,Assign dedicated support agent
0.7776489787280971,High Risk,Assign dedicated support agent
0.7771875808957864,High Risk,Assign dedicated support agent
0.7770542731452725,High Risk,Assign dedicated support agent
0.7770351859016074,High Risk,Send onboarding assistance email
0.777031773434541,High Risk,Assign dedicated support agent
0.7769865402702848,High Risk,Assign dedicated support agent
0.7768944190264758,High Risk,Send onboarding assistance email
0.7767570199222404,High Risk,Assign dedicated support agent
0.7766793171007649,High Risk,Assign dedicated support agent
0.7766391820021882,High Risk,Assign dedicated support agent
0.7763872174682863,High Risk,Send onboarding assistance email
0.7762994102608803,High Risk,Send onboarding assistance email
0.7761183796309093,High Risk,Send onboarding assistance email
0.7760775333630278,High Risk,Send onboarding assistance email
0.7760620113697355,High Risk,Assign dedicated support agent
0.7758430209109668,High Risk,Send onboarding assistance email
0.7758145499864024,High Risk,Assign dedicated support agent
0.7755987220290058,High Risk,Send onboarding assistance email
0.7755685075158296,High Risk,Assign dedicated support agent
0.7755407296716623,High Risk,Assign dedicated support agent
0.7753298717682305,High Risk,Assign dedicated support agent
0.7752492753334463,High Risk,Send onboarding assistance email
0.7750616715769982,High Risk,Assign dedicated support agent
0.7749920417393816,High Risk,Send onboarding assistance email
0.7749522951856848,High Risk,Assign dedicated support agent
0.7748138154500255,High Risk,Assign dedicated support agent
0.774677268273026,High Risk,Assign dedicated support agent
0.7746537044378319,High Risk,Assign dedicated support agent
0.7745659881625103,High Risk,Assign dedicated support agent
0.7743262899712583,High Risk,Assign dedicated support agent
0.7740532650491965,High Risk,Assign dedicated support agent
0.7740390849665373,High Risk,Assign dedicated support agent
0.7739113665215747,High Risk,Assign dedicated support agent
0.7737179777445152,High Risk,Assign dedicated support agent
0.7735927925637149,High Risk,Assign dedicated support agent
0.7735896306710133,High Risk,Assign dedicated support agent
0.7734149901763041,High Risk,Assign dedicated support agent
0.7731837665136542,High Risk,Assign dedicated support agent
0.7729402384035718,High Risk,Assign dedicated support agent
0.772830607325964,High Risk,Assign dedicated support agent
0.7727095969368287,High Risk,Send onboarding assistance email
0.7725476352308155,High Risk,Assign dedicated support agent
0.7721698783453964,High Risk,Send onboarding assistance email
0.7721514665065459,High Risk,Assign dedicated support agent
0.7719265926232235,High Risk,Send onboarding assistance email
0.7719155254015618,High Risk,Assign dedicated support agent
0.7717114235392967,High Risk,Assign dedicated support agent
0.7716316225222043,High Risk,Assign dedicated support agent
0.7716004986112723,High Risk,Assign dedicated support agent
0.7715758228788089,High Risk,Send onboarding assistance email
0.7714365401587346,High Risk,Send onboarding assistance email
0.7712236437449187,High Risk,Assign dedicated support agent
0.7711499654716127,High Risk,Assign dedicated support agent
0.7711373364447048,High Risk,Send onboarding assistance email
0.7709819841830824,High Risk,Assign dedicated support agent
0.7704460913017875,High Risk,Send onboarding assistance email
0.7702412556539372,High Risk,Assign dedicated support agent
0.7701557812856167,High Risk,Send onboarding assistance email
0.7699706248705012,High Risk,Send onboarding assistance email
0.769873321744689,High Risk,Assign dedicated support agent
0.7698395213196033,High Risk,Send onboarding assistance email
0.7698281451956328,High Risk,Assign dedicated support agent
0.7696222558913902,High Risk,Assign dedicated support agent
0.7692419179716979,High Risk,Assign dedicated support agent
0.7692312507985062,High Risk,Assign dedicated support agent
0.7691828608120121,High Risk,Assign dedicated support agent
0.7688415315840114,High Risk,Send onboarding assistance email
0.7688143555047705,High Risk,Assign dedicated support agent
0.7683675458127475,High Risk,Send onboarding assistance email
0.7683544723246614,High Risk,Assign dedicated support agent
0.7683211280724092,High Risk,Assign dedicated support agent
0.7682597990447333,High Risk,Send onboarding assistance email
0.7682498557541229,High Risk,Send onboarding assistance email
0.7680423389299063,High Risk,Assign dedicated support agent
0.7677985361307667,High Risk,Assign dedicated support agent
0.7675423452727137,High Risk,Send onboarding assistance email
0.7674632668328697,High Risk,Send onboarding assistance email
0.7674305049630141,High Risk,Assign dedicated support agent
0.7673939276311086,High Risk,Assign dedicated support agent
0.7673838341820683,High Risk,Send onboarding assistance email
0.7673727441076217,High Risk,Send onboarding assistance email
0.7671970641319157,High Risk,Send onboarding assistance email
0.7670224129648316,High Risk,Assign dedicated support agent
0.7668972768385278,High Risk,Assign dedicated support agent
0.7667888417011115,High Risk,Assign dedicated support agent
0.7666581912827307,High Risk,Assign dedicated support agent
0.7666319850107467,High Risk,Send onboarding assistance email
0.7665531408098838,High Risk,Send onboarding assistance email
0.7662757435708205,High Risk,Assign dedicated support agent
0.7662444426983694,High Risk,Assign dedicated support agent
0.7662442768192562,High Risk,Send onboarding assistance email
0.7659013287627462,High Risk,Assign dedicated support agent
0.7659002622376593,High Risk,Assign dedicated support agent
0.765834607366321,High Risk,Assign dedicated support agent
0.7658111476311581,High Risk,Send onboarding assistance email
0.7656366368090635,High Risk,Assign dedicated support agent
0.7655025410454148,High Risk,Assign dedicated support agent
0.7653096795147863,High Risk,Assign dedicated support agent
0.7651709806152036,High Risk,Assign dedicated support agent
0.765033710992696,High Risk,Assign dedicated support agent
0.7649766237403444,High Risk,Send onboarding assistance email
0.7648839224262339,High Risk,Assign dedicated support agent
0.7647728393852686,High Risk,Assign dedicated support agent
0.7646774355521139,High Risk,Assign dedicated support agent
0.7645338465965814,High Risk,Send onboarding assistance email
0.7642761683269486,High Risk,Assign dedicated support agent
0.7642224240293456,High Risk,Assign dedicated support agent
0.76421795194556,High Risk,Send onboarding assistance email
0.7639397119343734,High Risk,Send onboarding assistance email
0.7636179807535362,High Risk,Assign dedicated support agent
0.7635587734034359,High Risk,Send onboarding assistance email
0.7634999990756041,High Risk,Send onboarding assistance email
0.7634696643316523,High Risk,Send onboarding assistance email
0.7632912044316033,High Risk,Send onboarding assistance email
0.7632398166163524,High Risk,Assign dedicated support agent
0.7631679356417013,High Risk,Send onboarding assistance email
0.763158327529924,High Risk,Assign dedicated support agent
0.763140677916721,High Risk,Send onboarding assistance email
0.7629258796661348,High Risk,Assign dedicated support agent
0.7629228409128191,High Risk,Assign dedicated support agent
0.7626948551392867,High Risk,Assign dedicated support agent
0.7624410444135211,High Risk,Assign dedicated support agent
0.7622930928620693,High Risk,Assign dedicated support agent
0.7621342369936999,High Risk,Send onboarding assistance email
0.7620890653602183,High Risk,Assign dedicated support agent
0.7620035329613312,High Risk,Assign dedicated support agent
0.7619645583008657,High Risk,Assign dedicated support agent
0.7617835902791288,High Risk,Send onboarding assistance email
0.7615282006572179,High Risk,Assign dedicated support agent
0.7615053642416992,High Risk,Assign dedicated support agent
0.7614911447164419,High Risk,Send onboarding assistance email
0.7613404088104285,High Risk,Assign dedicated support agent
0.7612012674759343,High Risk,Assign dedicated support agent
0.7610753139101104,High Risk,Assign dedicated support agent
0.7610496483573453,High Risk,Assign dedicated support agent
0.7608961500243392,High Risk,Assign dedicated support agent
0.7608007043864614,High Risk,Send onboarding assistance email
0.7605917261206281,High Risk,Assign dedicated support agent
0.760578348099774,High Risk,Assign dedicated support agent
0.7604151317242753,High Risk,Assign dedicated support agent
0.7604119173244378,High Risk,Send onboarding assistance email
0.7599987585176032,High Risk,Assign dedicated support agent
0.7599466122326518,High Risk,Assign dedicated support agent
0.759939237716069,High Risk,Assign dedicated support agent
0.7599060777108814,High Risk,Assign dedicated support agent
0.7598880230162278,High Risk,Send onboarding assistance email
0.7598044901729719,High Risk,Send onboarding assistance email
0.7593487076938107,High Risk,Send onboarding assistance email
0.759249311113886,High Risk,Assign dedicated support agent
0.75871393468561,High Risk,Assign dedicated support agent
0.7586564727178982,High Risk,Send onboarding assistance email
0.7582854335635115,High Risk,Send onboarding assistance email
0.7582392482649887,High Risk,Send onboarding assistance email
0.758145991991443,High Risk,Assign dedicated support agent
0.7581321894742341,High Risk,Send onboarding assistance email
0.7580695574705216,High Risk,Send onboarding assistance email
0.7579480656347463,High Risk,Assign dedicated support agent
0.7579360072621268,High Risk,Send onboarding assistance email
0.7577365082097159,High Risk,Send onboarding assistance email
0.7575684729548088,High Risk,Assign dedicated support agent
0.7575037661982249,High Risk,Send onboarding assistance email
0.7571618789772788,High Risk,Assign dedicated support agent
0.7570218496058435,High Risk,Assign dedicated support agent
0.7569144927410987,High Risk,Send onboarding assistance email
0.7566783510869054,High Risk,Assign dedicated support agent
0.756436956567327,High Risk,Send onboarding assistance email
0.7563299026587518,High Risk,Send onboarding assistance email
0.7562453872867521,High Risk,Assign dedicated support agent
0.755610791836595,High Risk,Assign dedicated support agent
0.7555093698939814,High Risk,Assign dedicated support agent
0.7554374779610008,High Risk,Assign dedicated support agent
0.7554181359668987,High Risk,Send onboarding assistance email
0.7553314340418926,High Risk,Assign dedicated support agent
0.7550129400622327,High Risk,Assign dedicated support agent
0.7550056875884432,High Risk,Assign dedicated support agent
0.7548972104677881,High Risk,Send onboarding assistance email
0.7548248337657903,High Risk,Assign dedicated support agent
0.7546579745143919,High Risk,Assign dedicated support agent
0.754611487705175,High Risk,Assign dedicated support agent
0.7544925426393049,High Risk,Assign dedicated support agent
0.7542634529486538,High Risk,Assign dedicated support agent
0.754141222375952,High Risk,Assign dedicated support agent
0.754074438108971,High Risk,Assign dedicated support agent
0.7540077185797562,High Risk,Send onboarding assistance email
0.7539302296680747,High Risk,Send onboarding assistance email
0.7537567246920684,High Risk,Send onboarding assistance email
0.753676932025638,High Risk,Send onboarding assistance email
0.7535941302199664,High Risk,Send onboarding assistance email
0.7535751680319898,High Risk,Send onboarding assistance email
0.75350696249184,High Risk,Assign dedicated support agent
0.7533231943934813,High Risk,Assign dedicated support agent
0.7532775157083356,High Risk,Send onboarding assistance email
0.7531687622107809,High Risk,Send onboarding assistance email
0.7531456060111728,High Risk,Send onboarding assistance email
0.7530787769460229,High Risk,Assign dedicated support agent
0.7530507123492921,High Risk,Assign dedicated support agent
0.7529539438925026,High Risk,Send onboarding assistance email
0.7529208449238728,High Risk,Assign dedicated support agent
0.7528673180556069,High Risk,Send onboarding assistance email
0.7526730298983967,High Risk,Assign dedicated support agent
0.752660609916253,High Risk,Send onboarding assistance email
0.7524634786404603,High Risk,Send onboarding assistance email
0.752273747905749,High Risk,Assign dedicated support agent
0.7518691934729789,High Risk,Assign dedicated support agent
0.7518151130832933,High Risk,Send onboarding assistance email
0.7517591537815221,High Risk,Assign dedicated support agent
0.7509880719781529,High Risk,Assign dedicated support agent
0.7508352020334721,High Risk,Send onboarding assistance email
0.7504442238500231,High Risk,Send onboarding assistance email
0.7504021419155668,High Risk,Send onboarding assistance email
0.7503873358644364,High Risk,Assign dedicated support agent
0.750179708384186,High Risk,Send onboarding assistance email
0.7501429865523958,High Risk,Send onboarding assistance email
0.7499961222803515,High Risk,Send onboarding assistance email
0.7497035784385275,High Risk,Assign dedicated support agent
0.749468204930338,High Risk,Assign dedicated support agent
0.7494255881691874,High Risk,Assign dedicated support agent
0.7491474966425298,High Risk,Assign dedicated support agent
0.7490849810616524,High Risk,Assign dedicated support agent
0.7490576909341299,High Risk,Send onboarding assistance email
0.7488683266253474,High Risk,Assign dedicated support agent
0.7486492642750584,High Risk,Assign dedicated support agent
0.748561652749689,High Risk,Assign dedicated support agent
0.7484054127440367,High Risk,Send onboarding assistance email
0.7483947698827097,High Risk,Assign dedicated support agent
0.7483877296641706,High Risk,Assign dedicated support agent
0.7481185842995618,High Risk,Send onboarding assistance email
0.7481185842995618,High Risk,Send onboarding assistance email
0.7480765482737276,High Risk,Assign dedicated support agent
0.7480724295105731,High Risk,Assign dedicated support agent
0.7480451187654279,High Risk,Assign dedicated support agent
0.7479414982955832,High Risk,Send onboarding assistance email
0.7478764594538823,High Risk,Assign dedicated support agent
0.7477120162672448,High Risk,Assign dedicated support agent
0.7476116102418243,High Risk,Assign dedicated support agent
0.7475268340120901,High Risk,Send onboarding assistance email
0.7473809578850539,High Risk,Assign dedicated support agent
0.7472245012088173,High Risk,Assign dedicated support agent
0.7465032766345692,High Risk,Assign dedicated support agent
0.7464378942336747,High Risk,Assign dedicated support agent
0.7464105695299884,High Risk,Send onboarding assistance email
0.7463777864097004,High Risk,Send onboarding assistance email
0.7461169776301944,High Risk,Assign dedicated support agent
0.7458798785302817,High Risk,Assign dedicated support agent
0.7454136650291506,High Risk,Assign dedicated support agent
0.7453324096819014,High Risk,Send onboarding assistance email
0.7452739880671835,High Risk,Assign dedicated support agent
0.7451857493277337,High Risk,Send onboarding assistance email
0.7445892655870813,High Risk,Assign dedicated support agent
0.744497450084557,High Risk,Send onboarding assistance email
0.7441509607357218,High Risk,Send onboarding assistance email
0.7440516700197393,High Risk,Assign dedicated support agent
0.7439011657295027,High Risk,Assign dedicated support agent
0.7435318592710122,High Risk,Assign dedicated support agent
0.7435233261096778,High Risk,Send onboarding assistance email
0.7434755487947555,High Risk,Send onboarding assistance email
0.7434083546018614,High Risk,Assign dedicated support agent
0.7431804188487696,High Risk,Send onboarding assistance email
0.7431124911922119,High Risk,Send onboarding assistance email
0.7430975557686881,High Risk,Assign dedicated support agent
0.7427896241157693,High Risk,Assign dedicated support agent
0.7426654489787495,High Risk,Send onboarding assistance email
0.7422250185247211,High Risk,Send onboarding assistance email
0.7420677433069156,High Risk,Assign dedicated support agent
0.741971742237481,High Risk,Assign dedicated support agent
0.7417044688465683,High Risk,Assign dedicated support agent
0.7414900032569913,High Risk,Send onboarding assistance email
0.7414843362662025,High Risk,Send onboarding assistance email
0.7414023113357273,High Risk,Assign dedicated support agent
0.7413780997934297,High Risk,Assign dedicated support agent
0.7412132738521177,High Risk,Assign dedicated support agent
0.74111259937885,High Risk,Assign dedicated support agent
0.7410690713391525,High Risk,Send onboarding assistance email
0.7408510954641195,High Risk,Send onboarding assistance email
0.7407135411630021,High Risk,Assign dedicated support agent
0.7405852787796908,High Risk,Send onboarding assistance email
0.7405142304810023,High Risk,Send onboarding assistance email
0.7403367635433113,High Risk,Assign dedicated support agent
0.7399175672683195,High Risk,Assign dedicated support agent
0.7398484220022639,High Risk,Assign dedicated support agent
0.7398059081023299,High Risk,Send onboarding assistance email
0.7397097645082853,High Risk,Assign dedicated support agent
0.7396575163358284,High Risk,Send onboarding assistance email
0.7395424197603032,High Risk,Assign dedicated support agent
0.7393328223654074,High Risk,Send onboarding assistance email
0.7391936418337697,High Risk,Send onboarding assistance email
0.7389728992814873,High Risk,Assign dedicated support agent
0.7389615037862589,High Risk,Send onboarding assistance email
0.7389468836523382,High Risk,Assign dedicated support agent
0.7386764307022924,High Risk,Send onboarding assistance email
0.7379659489834132,High Risk,Assign dedicated support agent
0.7379645433851035,High Risk,Assign dedicated support agent
0.7377118756794283,High Risk,Send onboarding assistance email
0.7376341579064196,High Risk,Assign dedicated support agent
0.7373686342647678,High Risk,Send onboarding assistance email
0.7373044362242009,High Risk,Assign dedicated support agent
0.7370955358267619,High Risk,Assign dedicated support agent
0.7366085408567261,High Risk,Assign dedicated support agent
0.7365729921294824,High Risk,Send onboarding assistance email
0.736542497902209,High Risk,Assign dedicated support agent
0.7365258308730105,High Risk,Assign dedicated support agent
0.7364717064760571,High Risk,Send onboarding assistance email
0.7362796175864826,High Risk,Assign dedicated support agent
0.7362692849892035,High Risk,Send onboarding assistance email
0.7361581783388428,High Risk,Assign dedicated support agent
0.7358198426873962,High Risk,Assign dedicated support agent
0.7357390281884623,High Risk,Assign dedicated support agent
0.7356520332854442,High Risk,Assign dedicated support agent
0.7355530776150048,High Risk,Send onboarding assistance email
0.7354268148320676,High Risk,Assign dedicated support agent
0.7354218760132223,High Risk,Assign dedicated support agent
0.7353599824758353,High Risk,Send onboarding assistance email
0.7351765045855501,High Risk,Send onboarding assistance email
0.734101402106933,High Risk,Assign dedicated support agent
0.7341001464698325,High Risk,Assign dedicated support agent
0.7340343755440173,High Risk,Assign dedicated support agent
0.7338675301282673,High Risk,Assign dedicated support agent
0.7338600204107055,High Risk,Send onboarding assistance email
0.7336104808832691,High Risk,Assign dedicated support agent
0.7334595462777912,High Risk,Send onboarding assistance email
0.7333347479489021,High Risk,Assign dedicated support agent
0.7330992658427757,High Risk,Assign dedicated support agent
0.7330433612580205,High Risk,Assign dedicated support agent
0.7327908178240338,High Risk,Assign dedicated support agent
0.7326238877221753,High Risk,Send onboarding assistance email
0.7326034853211583,High Risk,Assign dedicated support agent
0.732263115240802,High Risk,Send onboarding assistance email
0.7321130742246439,High Risk,Assign dedicated support agent
0.732032671951343,High Risk,Assign dedicated support agent
0.7319519208430463,High Risk,Send onboarding assistance email
0.7318495515234491,High Risk,Assign dedicated support agent
0.7318037624245849,High Risk,Assign dedicated support agent
0.7316498302965436,High Risk,Send onboarding assistance email
0.7316400154502867,High Risk,Assign dedicated support agent
0.7315654174881715,High Risk,Send onboarding assistance email
0.7312878495572138,High Risk,Assign dedicated support agent
0.7312666030764503,High Risk,Assign dedicated support agent
0.7312248333779587,High Risk,Assign dedicated support agent
0.7312154829476692,High Risk,Send onboarding assistance email
0.7309489655415667,High Risk,Send onboarding assistance email
0.7309205969354483,High Risk,Assign dedicated support agent
0.7306485120497267,High Risk,Assign dedicated support agent
0.7305272214484175,High Risk,Send onboarding assistance email
0.7303507099438247,High Risk,Assign dedicated support agent
0.7302631904834322,High Risk,Assign dedicated support agent
0.7298028321169296,High Risk,Send onboarding assistance email
0.7293204515165331,High Risk,Send onboarding assistance email
0.7289692772323068,High Risk,Assign dedicated support agent
0.7285432834662728,High Risk,Assign dedicated support agent
0.728363236526234,High Risk,Send onboarding assistance email
0.7281349431396842,High Risk,Assign dedicated support agent
0.7278316561657295,High Risk,Assign dedicated support agent
0.727590652534347,High Risk,Send onboarding assistance email
0.7272937293158809,High Risk,Assign dedicated support agent
0.7270828382149607,High Risk,Send onboarding assistance email
0.7270498709475061,High Risk,Assign dedicated support agent
0.7270325716142295,High Risk,Assign dedicated support agent
0.7268003731671504,High Risk,Assign dedicated support agent
0.7264538412496031,High Risk,Assign dedicated support agent
0.726411541081496,High Risk,Assign dedicated support agent
0.7263217156249065,High Risk,Send onboarding assistance email
0.7261921205581118,High Risk,Assign dedicated support agent
0.7261773207177415,High Risk,Send onboarding assistance email
0.7261442704367886,High Risk,Assign dedicated support agent
0.7260553982827074,High Risk,Assign dedicated support agent
0.7256022563491566,High Risk,Send onboarding assistance email
0.7253792008259567,High Risk,Send onboarding assistance email
0.7253390387807489,High Risk,Assign dedicated support agent
0.7247974981766211,High Risk,Send onboarding assistance email
0.724785913224559,High Risk,Assign dedicated support agent
0.724668401874196,High Risk,Assign dedicated support agent
0.7246304239605716,High Risk,Send onboarding assistance email
0.7246154998943807,High Risk,Send onboarding assistance email
0.7245898234586106,High Risk,Send onboarding assistance email
0.7244798565263046,High Risk,Assign dedicated support agent
0.7243823891798259,High Risk,Assign dedicated support agent
0.7241019940673823,High Risk,Assign dedicated support agent
0.7241015947940366,High Risk,Send onboarding assistance email
0.7237202739337292,High Risk,Send onboarding assistance email
0.7235705908052681,High Risk,Assign dedicated support agent
0.7231887291893604,High Risk,Send onboarding assistance email
0.7231020104571264,High Risk,Assign dedicated support agent
0.7230784242029635,High Risk,Send onboarding assistance email
0.7229505996028912,High Risk,Assign dedicated support agent
0.7225363357354417,High Risk,Assign dedicated support agent
0.7223690244571422,High Risk,Assign dedicated support agent
0.722353758649833,High Risk,Assign dedicated support agent
0.7222185613138951,High Risk,Send onboarding assistance email
0.7222107723598137,High Risk,Assign dedicated support agent
0.7220653011720176,High Risk,Send onboarding assistance email
0.7220169871858841,High Risk,Assign dedicated support agent
0.7219967297812631,High Risk,Assign dedicated support agent
0.7219538545859565,High Risk,Assign dedicated support agent
0.7218768439919547,High Risk,Send onboarding assistance email
0.7217627384186955,High Risk,Send onboarding assistance email
0.7216119751809035,High Risk,Send onboarding assistance email
0.7214996486936934,High Risk,Send onboarding assistance email
0.7214144397682212,High Risk,Send onboarding assistance email
0.7213633873078154,High Risk,Assign dedicated support agent
0.7213486402239677,High Risk,Assign dedicated support agent
0.7213410227492565,High Risk,Assign dedicated support agent
0.7212962622518821,High Risk,Send onboarding assistance email
0.7210061226857072,High Risk,Send onboarding assistance email
0.720784222793066,High Risk,Send onboarding assistance email
0.7204431321595647,High Risk,Assign dedicated support agent
0.7202172347526649,High Risk,Assign dedicated support agent
0.719807792043616,High Risk,Assign dedicated support agent
0.7196778647314414,High Risk,Assign dedicated support agent
0.7196026320810206,High Risk,Send onboarding assistance email
0.7195146910800454,High Risk,Assign dedicated support agent
0.718858041675952,High Risk,Send onboarding assistance email
0.7186403899243173,High Risk,Send onboarding assistance email
0.7181252762160488,High Risk,Assign dedicated support agent
0.7180335053126157,High Risk,Assign dedicated support agent
0.717910982333984,High Risk,Assign dedicated support agent
0.7177800277721269,High Risk,Assign dedicated support agent
0.7177145448051805,High Risk,Send onboarding assistance email
0.7173698482904252,High Risk,Send onboarding assistance email
0.7172822112000061,High Risk,Send onboarding assistance email
