churn_prob,risk_segment,recommended_action,Churn
0.5642899094705954,Medium Risk,Send re-engagement email,0
0.04176169845149071,Low Risk,No action needed,0
0.4470761660275736,Medium Risk,Send re-engagement email,1
0.9023563357652042,High Risk,Assign dedicated support agent,1
0.10525550657440044,Low Risk,No action needed,0
0.43660925734548917,Medium Risk,Send re-engagement email,0
0.02009425252841063,Low Risk,No action needed,0
0.007831588544809278,Low Risk,No action needed,0
0.010320187864335606,Low Risk,No action needed,0
0.3101270802845844,Low Risk,No action needed,0
0.08585043695337367,Low Risk,No action needed,0
0.09453147236175784,Low Risk,No action needed,0
0.1029697775872263,Low Risk,No action needed,0
0.5484940420150821,Medium Risk,Send re-engagement email,0
0.2864586950976315,Low Risk,No action needed,0
0.8999790272551127,High Risk,Send onboarding assistance email,1
0.46764228890211007,Medium Risk,Send re-engagement email,0
0.10654170466562875,Low Risk,No action needed,0
0.6397483978461497,Medium Risk,Send onboarding assistance email,0
0.9496765256853448,High Risk,Assign dedicated support agent,1
0.7626948551392867,High Risk,Assign dedicated support agent,1
0.45679701169044934,Medium Risk,Send re-engagement email,0
0.4226134773977948,Medium Risk,Send re-engagement email,0
0.3992500257095305,Low Risk,No action needed,0
0.07080003291899156,Low Risk,No action needed,0
0.051873919840733994,Low Risk,No action needed,0
0.07284087063913186,Low Risk,No action needed,0
0.08053012876011763,Low Risk,No action needed,0
0.29309985679346945,Low Risk,No action needed,0
0.30339789734510464,Low Risk,No action needed,0
0.8625922933319847,High Risk,Assign dedicated support agent,1
0.6695749656956537,Medium Risk,Offer service bundle discount,0
0.7914791641614489,High Risk,Send onboarding assistance email,1
0.15501458326266693,Low Risk,No action needed,0
0.816527517367653,High Risk,Assign dedicated support agent,1
0.033344644124064154,Low Risk,No action needed,0
0.015658571424242384,Low Risk,No action needed,0
0.5750028198945175,Medium Risk,Send re-engagement email,0
0.2019523820489646,Low Risk,No action needed,0
0.46071680402746124,Medium Risk,Send re-engagement email,0
0.23669900646148206,Low Risk,No action needed,0
0.042456829984037,Low Risk,No action needed,0
0.3898605801675499,Low Risk,No action needed,1
0.658102303182114,Medium Risk,Offer service bundle discount,0
0.6277965267969947,Medium Risk,Send onboarding assistance email,1
0.3321150296209867,Low Risk,No action needed,0
0.506645965994032,Medium Risk,Send re-engagement email,0
0.8544750047134992,High Risk,Assign dedicated support agent,1
0.04865325478352274,Low Risk,No action needed,0
0.7477120162672448,High Risk,Assign dedicated support agent,1
0.5262409468223457,Medium Risk,Send re-engagement email,0
0.07919513497548657,Low Risk,No action needed,0
0.48447362034134117,Medium Risk,Send re-engagement email,1
0.1759227689072375,Low Risk,No action needed,0
0.3015214200330266,Low Risk,No action needed,0
0.4850586571358014,Medium Risk,Send re-engagement email,0
0.7975305376281875,High Risk,Send onboarding assistance email,1
0.06712325592208344,Low Risk,No action needed,0
0.2681377958915846,Low Risk,No action needed,0
0.48556462313478344,Medium Risk,Send re-engagement email,0
0.7219967297812631,High Risk,Assign dedicated support agent,0
0.42356477614069293,Medium Risk,Send re-engagement email,0
0.08843887590466191,Low Risk,No action needed,0
0.9128666434327806,High Risk,Assign dedicated support agent,1
0.035320250325077185,Low Risk,No action needed,0
0.3857595413703435,Low Risk,No action needed,0
0.3778339148010435,Low Risk,No action needed,0
0.06978107496158506,Low Risk,No action needed,0
0.17922071556758692,Low Risk,No action needed,0
0.006626382301809031,Low Risk,No action needed,0
0.5444173400317657,Medium Risk,Send re-engagement email,0
0.3943013438870817,Low Risk,No action needed,0
0.3752376157952188,Low Risk,No action needed,0
0.5037451353376179,Medium Risk,Send re-engagement email,1
0.01360557374368619,Low Risk,No action needed,0
0.24392945825312,Low Risk,No action needed,0
0.9385793400306202,High Risk,Assign dedicated support agent,1
0.7782868929667651,High Risk,Send onboarding assistance email,0
0.4148782804516405,Medium Risk,Send re-engagement email,0
0.944031731760424,High Risk,Assign dedicated support agent,1
0.25739345806814995,Low Risk,No action needed,0
0.6962914061630925,Medium Risk,Offer service bundle discount,1
0.5320079839939055,Medium Risk,Send re-engagement email,1
0.6839636602805963,Medium Risk,Send onboarding assistance email,0
0.003879902240783738,Low Risk,No action needed,0
0.711257963678859,High Risk,Assign dedicated support agent,1
0.8442456899966292,High Risk,Assign dedicated support agent,1
0.02623780047891741,Low Risk,No action needed,0
0.04027707571025038,Low Risk,No action needed,0
0.6883519826342516,Medium Risk,Offer service bundle discount,1
0.2613877472019045,Low Risk,No action needed,0
0.2803458487720667,Low Risk,No action needed,0
0.48758704104564204,Medium Risk,Send re-engagement email,0
0.03210863461251492,Low Risk,No action needed,0
0.8862667218395022,High Risk,Assign dedicated support agent,1
0.791762305074994,High Risk,Send onboarding assistance email,1
0.6537708552430423,Medium Risk,Offer service bundle discount,1
0.006454595435458288,Low Risk,No action needed,0
0.21386162496744682,Low Risk,No action needed,0
0.3567310657626413,Low Risk,No action needed,0
0.0401262220925638,Low Risk,No action needed,0
0.5349643430156535,Medium Risk,Send re-engagement email,0
0.220547260492707,Low Risk,No action needed,0
0.6710048366853064,Medium Risk,Offer service bundle discount,1
0.006115878009050126,Low Risk,No action needed,0
0.39312669844603215,Low Risk,No action needed,0
0.17542342885455753,Low Risk,No action needed,0
0.8845271902636749,High Risk,Assign dedicated support agent,1
0.04318162800553524,Low Risk,No action needed,0
0.8271298135061859,High Risk,Assign dedicated support agent,1
0.6034032553962679,Medium Risk,Send onboarding assistance email,0
0.029514210040885547,Low Risk,No action needed,0
0.1557942530453279,Low Risk,No action needed,0
0.43468649101628903,Medium Risk,Send re-engagement email,0
0.8133206317565531,High Risk,Send onboarding assistance email,1
0.3785741656976369,Low Risk,No action needed,1
0.7440516700197393,High Risk,Assign dedicated support agent,0
0.46324852994029536,Medium Risk,Send re-engagement email,0
0.3245873046092091,Low Risk,No action needed,0
0.7737179777445152,High Risk,Assign dedicated support agent,1
0.7529539438925026,High Risk,Send onboarding assistance email,1
0.216504768523032,Low Risk,No action needed,0
0.8985366544481426,High Risk,Assign dedicated support agent,1
0.5471030793032559,Medium Risk,Send re-engagement email,0
0.8735187372474005,High Risk,Assign dedicated support agent,1
0.13128647283870773,Low Risk,No action needed,0
0.7065812265556035,High Risk,Send onboarding assistance email,1
0.01762242452225777,Low Risk,No action needed,0
0.3676308108296212,Low Risk,No action needed,0
0.016114463704525475,Low Risk,No action needed,0
0.49685966394693615,Medium Risk,Send re-engagement email,1
0.7464105695299884,High Risk,Send onboarding assistance email,0
0.6956188556229198,Medium Risk,Send onboarding assistance email,0
0.3535678006822927,Low Risk,No action needed,0
0.46773239003331823,Medium Risk,Send re-engagement email,1
0.11159914910528629,Low Risk,No action needed,0
0.2464441698565402,Low Risk,No action needed,0
0.680520077243225,Medium Risk,Send onboarding assistance email,0
0.06865747291407538,Low Risk,No action needed,0
0.4927165554837283,Medium Risk,Send re-engagement email,1
0.2380246690906519,Low Risk,No action needed,0
0.006179431121882782,Low Risk,No action needed,0
0.12215013692513402,Low Risk,No action needed,0
0.14641515755057674,Low Risk,No action needed,0
0.3926290775522435,Low Risk,No action needed,0
0.13103792087718913,Low Risk,No action needed,0
0.03508622892332945,Low Risk,No action needed,0
0.0663775483072669,Low Risk,No action needed,0
0.012174954738809361,Low Risk,No action needed,0
0.14945066270186466,Low Risk,No action needed,0
0.04951252080205644,Low Risk,No action needed,0
0.02009425252841063,Low Risk,No action needed,0
0.02255554017004922,Low Risk,No action needed,0
0.7253792008259567,High Risk,Send onboarding assistance email,0
0.12081458942548974,Low Risk,No action needed,0
0.018674264588088005,Low Risk,No action needed,0
0.88302100112694,High Risk,Assign dedicated support agent,1
0.4581466452897611,Medium Risk,Send re-engagement email,0
0.5328609633078529,Medium Risk,Send re-engagement email,0
0.07852104569526858,Low Risk,No action needed,0
0.10202636037703083,Low Risk,No action needed,0
0.05247721566049014,Low Risk,No action needed,0
0.643321097336375,Medium Risk,Send onboarding assistance email,1
0.02720453924282546,Low Risk,No action needed,0
0.25161997982350565,Low Risk,No action needed,0
0.6840903872048554,Medium Risk,Send onboarding assistance email,1
0.05814299810955896,Low Risk,No action needed,0
0.5009457172784981,Medium Risk,Send re-engagement email,0
0.8135766104523917,High Risk,Assign dedicated support agent,0
0.2963525828490665,Low Risk,No action needed,0
0.6152418160144741,Medium Risk,Send onboarding assistance email,1
0.07756797503714485,Low Risk,No action needed,0
0.025030062233817894,Low Risk,No action needed,0
0.046996800838449204,Low Risk,No action needed,0
0.014333497276204166,Low Risk,No action needed,0
0.7674305049630141,High Risk,Assign dedicated support agent,1
0.2882745543427829,Low Risk,No action needed,0
0.4212681707023511,Medium Risk,Send re-engagement email,1
0.21044285315651556,Low Risk,No action needed,0
0.8140067456483083,High Risk,Assign dedicated support agent,1
0.7901957504490514,High Risk,Assign dedicated support agent,1
0.7702412556539372,High Risk,Assign dedicated support agent,1
0.30068228425457894,Low Risk,No action needed,0
0.10586282294969138,Low Risk,No action needed,0
0.6026021357636884,Medium Risk,Offer service bundle discount,1
0.5327493311485941,Medium Risk,Send re-engagement email,1
0.06225433234640423,Low Risk,No action needed,0
0.1742375842949694,Low Risk,No action needed,0
0.17171067628451867,Low Risk,No action needed,0
0.39398793263733595,Low Risk,No action needed,0
0.5933289787045122,Medium Risk,Send re-engagement email,1
0.2392124385601655,Low Risk,No action needed,0
0.08151275847970657,Low Risk,No action needed,0
0.18413155734786701,Low Risk,No action needed,0
0.010195101676688842,Low Risk,No action needed,0
0.2814255972140952,Low Risk,No action needed,1
0.9455640208623178,High Risk,Send onboarding assistance email,1
0.09897304770209166,Low Risk,No action needed,0
0.5005511871057836,Medium Risk,Send re-engagement email,1
0.26164354900460113,Low Risk,No action needed,0
0.014791894453022501,Low Risk,No action needed,0
0.19972782415155405,Low Risk,No action needed,0
0.7755987220290058,High Risk,Send onboarding assistance email,0
0.008431478278595403,Low Risk,No action needed,0
0.09158225112583614,Low Risk,No action needed,0
0.8458832950793866,High Risk,Send onboarding assistance email,1
0.7528673180556069,High Risk,Send onboarding assistance email,1
0.5257752529463551,Medium Risk,Send re-engagement email,0
0.01355440245621818,Low Risk,No action needed,0
0.6802597194393458,Medium Risk,Send onboarding assistance email,1
0.5707498099321531,Medium Risk,Send re-engagement email,1
0.18036434776144822,Low Risk,No action needed,0
0.7698395213196033,High Risk,Send onboarding assistance email,1
0.08438876375940216,Low Risk,No action needed,0
0.19727679642210544,Low Risk,No action needed,0
0.05438924966864945,Low Risk,No action needed,0
0.5271332676176027,Medium Risk,Send re-engagement email,0
0.7766793171007649,High Risk,Assign dedicated support agent,1
0.03810935774082215,Low Risk,No action needed,0
0.8286239007573019,High Risk,Assign dedicated support agent,1
0.4827050369228595,Medium Risk,Send re-engagement email,0
0.033860172833496606,Low Risk,No action needed,0
0.12873908435641954,Low Risk,No action needed,0
0.015568857906540928,Low Risk,No action needed,0
0.08531527677791839,Low Risk,No action needed,0
0.7550056875884432,High Risk,Assign dedicated support agent,1
0.15550314937406007,Low Risk,No action needed,0
0.7413780997934297,High Risk,Assign dedicated support agent,0
0.4198952386618959,Medium Risk,Send re-engagement email,0
0.5077983249176217,Medium Risk,Send re-engagement email,0
0.929456922689876,High Risk,Assign dedicated support agent,1
0.8343627142876151,High Risk,Assign dedicated support agent,1
0.811149217333437,High Risk,Assign dedicated support agent,1
0.7582854335635115,High Risk,Send onboarding assistance email,1
0.005473170847262902,Low Risk,No action needed,0
0.04575497366038457,Low Risk,No action needed,0
0.5718719971349244,Medium Risk,Send re-engagement email,1
0.8802810796112649,High Risk,Assign dedicated support agent,1
0.4391640881090281,Medium Risk,Send re-engagement email,0
0.22666584043435742,Low Risk,No action needed,0
0.15801622101320342,Low Risk,No action needed,0
0.03158003215232564,Low Risk,No action needed,0
0.9493417818626704,High Risk,Assign dedicated support agent,1
0.48432354466523525,Medium Risk,Send re-engagement email,0
0.5760000391999107,Medium Risk,Send re-engagement email,0
0.050554602792227774,Low Risk,No action needed,0
0.008835327380482863,Low Risk,No action needed,0
0.68178441969255,Medium Risk,Send onboarding assistance email,1
0.026597989788675783,Low Risk,No action needed,0
0.20416311172199658,Low Risk,No action needed,0
0.030016268864529672,Low Risk,No action needed,0
0.24442920015327022,Low Risk,No action needed,0
0.7913350281248982,High Risk,Assign dedicated support agent,0
0.02235952388027842,Low Risk,No action needed,0
0.7490576909341299,High Risk,Send onboarding assistance email,1
0.6614126228117467,Medium Risk,Offer service bundle discount,1
0.1760078876142377,Low Risk,No action needed,0
0.029970090280576893,Low Risk,No action needed,0
0.0023856825462398074,Low Risk,No action needed,0
0.3318223031139126,Low Risk,No action needed,0
0.6582989562600976,Medium Risk,Offer service bundle discount,1
0.03466251028785761,Low Risk,No action needed,0
0.6352456970061737,Medium Risk,Offer service bundle discount,0
0.014275650555937712,Low Risk,No action needed,0
0.502807959489513,Medium Risk,Send re-engagement email,0
0.31729946828003647,Low Risk,No action needed,0
0.42929482288829035,Medium Risk,Send re-engagement email,1
0.46894477109056687,Medium Risk,Send re-engagement email,1
0.7924344851381921,High Risk,Assign dedicated support agent,0
0.6029442034548979,Medium Risk,Offer service bundle discount,0
0.05974463967739979,Low Risk,No action needed,0
0.1274905257784178,Low Risk,No action needed,0
0.8357933995705961,High Risk,Assign dedicated support agent,1
0.5519794587337141,Medium Risk,Send re-engagement email,1
0.4491425618220493,Medium Risk,Send re-engagement email,0
0.042837287727614866,Low Risk,No action needed,0
0.9240810876287651,High Risk,Assign dedicated support agent,1
0.01726636073583011,Low Risk,No action needed,0
0.16850250944538353,Low Risk,No action needed,0
0.2680508456128189,Low Risk,No action needed,0
0.5168734102264798,Medium Risk,Send re-engagement email,0
0.9601183851626847,High Risk,Assign dedicated support agent,1
0.6538388257767324,Medium Risk,Offer service bundle discount,0
0.7454136650291506,High Risk,Assign dedicated support agent,1
0.08820703779436061,Low Risk,No action needed,0
0.49313170249902094,Medium Risk,Send re-engagement email,0
0.2604385152064688,Low Risk,No action needed,0
0.03336658942161277,Low Risk,No action needed,0
0.3653725647080354,Low Risk,No action needed,0
0.3632382589672288,Low Risk,No action needed,0
0.051000915845653846,Low Risk,No action needed,0
0.580545605519819,Medium Risk,Send re-engagement email,0
0.8138744018181175,High Risk,Assign dedicated support agent,1
0.08552242000723499,Low Risk,No action needed,0
0.8363194213062352,High Risk,Assign dedicated support agent,1
0.023738695553766655,Low Risk,No action needed,0
0.4813045079018545,Medium Risk,Send re-engagement email,0
0.17689155701943599,Low Risk,No action needed,0
0.490150438307661,Medium Risk,Send re-engagement email,0
0.785788570126269,High Risk,Send onboarding assistance email,1
0.0209533520771787,Low Risk,No action needed,0
0.1426039372860824,Low Risk,No action needed,0
0.11341871625310569,Low Risk,No action needed,0
0.042568434401574165,Low Risk,No action needed,0
0.32875861696725184,Low Risk,No action needed,0
0.8715986160861833,High Risk,Assign dedicated support agent,1
0.2702455905521958,Low Risk,No action needed,0
0.9410239930293458,High Risk,Assign dedicated support agent,1
0.1890067947111004,Low Risk,No action needed,0
0.14184988131560614,Low Risk,No action needed,0
0.7662757435708205,High Risk,Assign dedicated support agent,1
0.1259514572916144,Low Risk,No action needed,0
0.4550359644446653,Medium Risk,Send re-engagement email,0
0.2658541986055495,Low Risk,No action needed,0
0.4778783999716715,Medium Risk,Send re-engagement email,0
0.2911737151212581,Low Risk,No action needed,0
0.5776794970814348,Medium Risk,Send re-engagement email,0
0.7334595462777912,High Risk,Send onboarding assistance email,0
0.7821312139810362,High Risk,Assign dedicated support agent,1
0.06796827562949911,Low Risk,No action needed,0
0.21496977922570423,Low Risk,No action needed,0
0.15758278211395346,Low Risk,No action needed,0
0.23259521060971453,Low Risk,No action needed,0
0.21551534331017053,Low Risk,No action needed,0
0.5934554414268296,Medium Risk,Send re-engagement email,0
0.0686604652053453,Low Risk,No action needed,0
0.2262076666965188,Low Risk,No action needed,0
0.8196774124908235,High Risk,Assign dedicated support agent,1
0.6283344926752138,Medium Risk,Offer service bundle discount,0
0.5012078551262147,Medium Risk,Send re-engagement email,1
0.34218771764132483,Low Risk,No action needed,0
0.8988216613429608,High Risk,Assign dedicated support agent,1
0.5178364796089627,Medium Risk,Send re-engagement email,0
0.025084801820218106,Low Risk,No action needed,0
0.7739113665215747,High Risk,Assign dedicated support agent,1
0.2688262204032554,Low Risk,No action needed,0
0.7417044688465683,High Risk,Assign dedicated support agent,0
0.45759616527399005,Medium Risk,Send re-engagement email,0
0.23879757338494997,Low Risk,No action needed,0
0.23015010178928347,Low Risk,No action needed,0
0.5434677153510781,Medium Risk,Send re-engagement email,1
0.1634989251692501,Low Risk,No action needed,0
0.5206900220865974,Medium Risk,Send re-engagement email,0
0.6455520884724089,Medium Risk,Offer service bundle discount,1
0.812191556230508,High Risk,Assign dedicated support agent,1
0.5008005257735215,Medium Risk,Send re-engagement email,0
0.14152325916013064,Low Risk,No action needed,0
0.16802280666617173,Low Risk,No action needed,0
0.2857348060808615,Low Risk,No action needed,1
0.7929795521954742,High Risk,Assign dedicated support agent,1
0.3963040962012163,Low Risk,No action needed,0
0.12892145570734728,Low Risk,No action needed,0
0.007663912929151952,Low Risk,No action needed,0
0.7923620391464116,High Risk,Assign dedicated support agent,0
0.10597922944284863,Low Risk,No action needed,0
0.28498150189629784,Low Risk,No action needed,0
0.8419713193516435,High Risk,Assign dedicated support agent,1
0.6811929864195121,Medium Risk,Send onboarding assistance email,1
0.5220121447639183,Medium Risk,Send re-engagement email,0
0.5273902473773915,Medium Risk,Send re-engagement email,0
0.1594852600636275,Low Risk,No action needed,0
0.17411057334244406,Low Risk,No action needed,0
0.5154223383175923,Medium Risk,Send re-engagement email,0
0.8224016706010512,High Risk,Assign dedicated support agent,1
0.5352014272733834,Medium Risk,Send re-engagement email,0
0.3093550158119685,Low Risk,No action needed,1
0.28082465826431785,Low Risk,No action needed,0
0.17542502310255834,Low Risk,No action needed,0
0.2717435419016629,Low Risk,No action needed,0
0.724785913224559,High Risk,Assign dedicated support agent,1
0.42648186520850423,Medium Risk,Send re-engagement email,0
0.3475578199209699,Low Risk,No action needed,0
0.03982568852074965,Low Risk,No action needed,0
0.1927194585768488,Low Risk,No action needed,0
0.46428755620978324,Medium Risk,Send re-engagement email,0
0.619501180009274,Medium Risk,Offer service bundle discount,0
0.9475918093275816,High Risk,Assign dedicated support agent,1
0.03223188739844351,Low Risk,No action needed,0
0.07539895684823347,Low Risk,No action needed,0
0.6004350277754071,Medium Risk,Offer service bundle discount,0
0.6842592496927448,Medium Risk,Offer service bundle discount,1
0.020778181651893407,Low Risk,No action needed,0
0.017778008854496968,Low Risk,No action needed,0
0.7622930928620693,High Risk,Assign dedicated support agent,0
0.8485478025671276,High Risk,Send onboarding assistance email,1
0.0437274108857439,Low Risk,No action needed,0
0.1691119200228183,Low Risk,No action needed,0
0.6973670589407058,Medium Risk,Offer service bundle discount,0
0.5023768499121456,Medium Risk,Send re-engagement email,0
0.24400698185947942,Low Risk,No action needed,0
0.7168317804324942,High Risk,Send onboarding assistance email,1
0.25367232031454107,Low Risk,No action needed,0
0.15531798824836032,Low Risk,No action needed,0
0.3217630532669481,Low Risk,No action needed,1
0.46038140835773445,Medium Risk,Send re-engagement email,0
0.3133034879155749,Low Risk,No action needed,0
0.1645736179182085,Low Risk,No action needed,0
0.786128339743611,High Risk,Assign dedicated support agent,0
0.00760105229139912,Low Risk,No action needed,0
0.4701987266981002,Medium Risk,Send re-engagement email,0
0.07188937511132049,Low Risk,No action needed,0
0.7612012674759343,High Risk,Assign dedicated support agent,1
0.07487682288012282,Low Risk,No action needed,0
0.1632093911993122,Low Risk,No action needed,0
0.6807689502070922,Medium Risk,Offer service bundle discount,1
0.005657253447438555,Low Risk,No action needed,0
0.387906879270612,Low Risk,No action needed,0
0.047181905472692326,Low Risk,No action needed,0
0.07612044599208283,Low Risk,No action needed,0
0.8522417142963816,High Risk,Assign dedicated support agent,1
0.5209960704848782,Medium Risk,Send re-engagement email,0
0.2206173441959442,Low Risk,No action needed,0
0.022999521826271154,Low Risk,No action needed,0
0.01929476984244566,Low Risk,No action needed,0
0.6972314923635523,Medium Risk,Send onboarding assistance email,1
0.219665623048651,Low Risk,No action needed,0
0.2894941182724057,Low Risk,No action needed,0
0.028489387116014654,Low Risk,No action needed,0
0.5032721884246529,Medium Risk,Send re-engagement email,1
0.5053189071668137,Medium Risk,Send re-engagement email,0
0.7853204819185023,High Risk,Send onboarding assistance email,1
0.8863800635159346,High Risk,Assign dedicated support agent,0
0.058253373119756244,Low Risk,No action needed,0
0.08035345038691193,Low Risk,No action needed,0
0.3821803356727096,Low Risk,No action needed,0
0.036305698153381354,Low Risk,No action needed,0
0.4991134852447198,Medium Risk,Send re-engagement email,1
0.7529208449238728,High Risk,Assign dedicated support agent,1
0.37001970612305873,Low Risk,No action needed,0
0.7397097645082853,High Risk,Assign dedicated support agent,1
0.1885923999469809,Low Risk,No action needed,0
0.07071564335832853,Low Risk,No action needed,0
0.937350644200813,High Risk,Assign dedicated support agent,1
0.30865873622173673,Low Risk,No action needed,0
0.6934080122836415,Medium Risk,Send onboarding assistance email,0
0.9372368198382658,High Risk,Assign dedicated support agent,1
0.5015844759990883,Medium Risk,Send re-engagement email,0
0.16286164697170233,Low Risk,No action needed,0
0.35233941605038716,Low Risk,No action needed,0
0.8064815435872458,High Risk,Assign dedicated support agent,0
0.3919859211940382,Low Risk,No action needed,0
0.018816722621199673,Low Risk,No action needed,0
0.6106191538671523,Medium Risk,Send onboarding assistance email,0
0.7581321894742341,High Risk,Send onboarding assistance email,1
0.3108886738967191,Low Risk,No action needed,0
0.10975626470361212,Low Risk,No action needed,0
0.535976702408729,Medium Risk,Send re-engagement email,1
0.1044373714204759,Low Risk,No action needed,0
0.48451976417261766,Medium Risk,Send re-engagement email,1
0.41680432332926387,Medium Risk,Send re-engagement email,1
0.749468204930338,High Risk,Assign dedicated support agent,1
0.26883855956713953,Low Risk,No action needed,0
0.2704984313778062,Low Risk,No action needed,0
0.0687371826890951,Low Risk,No action needed,0
0.5437224003352586,Medium Risk,Send re-engagement email,0
0.2586705458275036,Low Risk,No action needed,0
0.26077505888421615,Low Risk,No action needed,0
0.21021165453343546,Low Risk,No action needed,0
0.01984558884751573,Low Risk,No action needed,0
0.46789235755809144,Medium Risk,Send re-engagement email,0
0.4284434490778364,Medium Risk,Send re-engagement email,0
0.028815590094752656,Low Risk,No action needed,0
0.16826260194606543,Low Risk,No action needed,0
0.5849384563583192,Medium Risk,Send re-engagement email,1
0.14246225155510683,Low Risk,No action needed,0
0.007903895497372092,Low Risk,No action needed,0
0.7835893575880719,High Risk,Assign dedicated support agent,1
0.7410690713391525,High Risk,Send onboarding assistance email,0
0.19891685149417973,Low Risk,No action needed,0
0.04363602822564168,Low Risk,No action needed,0
0.040765499302699404,Low Risk,No action needed,0
0.9630633144269978,High Risk,Assign dedicated support agent,1
0.40131747989256783,Medium Risk,Send re-engagement email,0
0.6951177493505237,Medium Risk,Offer service bundle discount,1
0.4568456801363179,Medium Risk,Send re-engagement email,1
0.1705305452717203,Low Risk,No action needed,0
0.02167823583413147,Low Risk,No action needed,0
0.12534950804134423,Low Risk,No action needed,0
0.5966221071129012,Medium Risk,Send re-engagement email,1
0.06059460952786288,Low Risk,No action needed,0
0.45035796987960863,Medium Risk,Send re-engagement email,0
0.05187134526066223,Low Risk,No action needed,0
0.005854116897965249,Low Risk,No action needed,0
0.4555005947426378,Medium Risk,Send re-engagement email,1
0.07928831457618,Low Risk,No action needed,0
0.0212766265977836,Low Risk,No action needed,0
0.04014879604957007,Low Risk,No action needed,0
0.07116684704245169,Low Risk,No action needed,0
0.19911928491890085,Low Risk,No action needed,0
0.7544925426393049,High Risk,Assign dedicated support agent,1
0.03571478537040957,Low Risk,No action needed,0
0.5195862920076647,Medium Risk,Send re-engagement email,0
0.7414023113357273,High Risk,Assign dedicated support agent,1
0.13300373978689609,Low Risk,No action needed,0
0.34429451717528325,Low Risk,No action needed,0
0.5638059629055774,Medium Risk,Send re-engagement email,1
0.7743262899712583,High Risk,Assign dedicated support agent,1
0.27311288262175026,Low Risk,No action needed,0
0.6318316655708249,Medium Risk,Send onboarding assistance email,0
0.6678925701631327,Medium Risk,Offer service bundle discount,0
0.042421768188384626,Low Risk,No action needed,0
0.7888616178166152,High Risk,Assign dedicated support agent,0
0.5668071510868379,Medium Risk,Send re-engagement email,1
0.584660304616394,Medium Risk,Send re-engagement email,1
0.6905231927992267,Medium Risk,Send onboarding assistance email,0
0.10035215051575463,Low Risk,No action needed,0
0.6587696474654742,Medium Risk,Send onboarding assistance email,0
0.037682598569170035,Low Risk,No action needed,0
0.17956809758784653,Low Risk,No action needed,0
0.13951448637847436,Low Risk,No action needed,0
0.5382843586710341,Medium Risk,Send re-engagement email,1
0.13756551921657978,Low Risk,No action needed,0
0.006893614281689874,Low Risk,No action needed,0
0.07513115851020027,Low Risk,No action needed,0
0.43475040191634684,Medium Risk,Send re-engagement email,0
0.39350652255427543,Low Risk,No action needed,1
0.668676746478902,Medium Risk,Offer service bundle discount,1
0.03969770181187525,Low Risk,No action needed,0
0.7129889150655643,High Risk,Assign dedicated support agent,1
0.30665453768307244,Low Risk,No action needed,0
0.18936967990682785,Low Risk,No action needed,0
0.9447652701568662,High Risk,Assign dedicated support agent,1
0.9441776806042165,High Risk,Assign dedicated support agent,1
0.26266026853433755,Low Risk,No action needed,0
0.020992371735366076,Low Risk,No action needed,0
0.29774787683755644,Low Risk,No action needed,0
0.687191473931381,Medium Risk,Send onboarding assistance email,1
0.3093391059513577,Low Risk,No action needed,0
0.07457367796624263,Low Risk,No action needed,0
0.5043111093119897,Medium Risk,Send re-engagement email,1
0.05800613221276619,Low Risk,No action needed,0
0.07652577937655415,Low Risk,No action needed,0
0.4591187686539991,Medium Risk,Send re-engagement email,0
0.7632912044316033,High Risk,Send onboarding assistance email,1
0.7341001464698325,High Risk,Assign dedicated support agent,1
0.5264536162886726,Medium Risk,Send re-engagement email,1
0.7980154912836269,High Risk,Assign dedicated support agent,0
0.10303513506027702,Low Risk,No action needed,0
0.16182323579182273,Low Risk,No action needed,0
0.46634064430008093,Medium Risk,Send re-engagement email,0
0.7553314340418926,High Risk,Assign dedicated support agent,0
0.8230190782125492,High Risk,Send onboarding assistance email,1
0.23637653109214654,Low Risk,No action needed,0
0.03386760239952734,Low Risk,No action needed,0
0.5165739111034886,Medium Risk,Send re-engagement email,1
0.06144272926556012,Low Risk,No action needed,0
0.6642693018536302,Medium Risk,Offer service bundle discount,1
0.6833927481508524,Medium Risk,Send onboarding assistance email,0
0.06319526842850866,Low Risk,No action needed,0
0.25999863153394537,Low Risk,No action needed,0
0.47524169249852605,Medium Risk,Send re-engagement email,0
0.05509611183255096,Low Risk,No action needed,0
0.007408885594451674,Low Risk,No action needed,0
0.08791637832260174,Low Risk,No action needed,0
0.02797989491268404,Low Risk,No action needed,0
0.18309525041599536,Low Risk,No action needed,0
0.5952787455037774,Medium Risk,Send re-engagement email,0
0.4012093475298266,Medium Risk,Send re-engagement email,1
0.10599862250023051,Low Risk,No action needed,0
0.005559266686823977,Low Risk,No action needed,0
0.3365529653773032,Low Risk,No action needed,0
0.2593880877805342,Low Risk,No action needed,0
0.0435551741832291,Low Risk,No action needed,0
0.2167970101100797,Low Risk,No action needed,0
0.034015295555631736,Low Risk,No action needed,0
0.8472093013373118,High Risk,Send onboarding assistance email,1
0.12118834134766093,Low Risk,No action needed,0
0.8946521851087712,High Risk,Assign dedicated support agent,1
0.062253579268916746,Low Risk,No action needed,0
0.07431712058102308,Low Risk,No action needed,0
0.019682965639172535,Low Risk,No action needed,0
0.009020744217994396,Low Risk,No action needed,0
0.42583489246705347,Medium Risk,Send re-engagement email,1
0.7683544723246614,High Risk,Assign dedicated support agent,1
0.4758256262181373,Medium Risk,Send re-engagement email,0
